term	hits	files	proposing_entries	inherited_lead	disposition
普說牌	5	2	普說	Allowlist count: 870 hits in 134 texts. Noun and verb constructions denote the same general-address event; the two former targets could not distinguish different referents without their explanations and are merged. The general-address placard (普說牌) names the placard for this genre, not another sense. General address remains distinct from ascending the hall (上堂), small gathering (小參), addressing the assembly (示眾), question-and-answer (問答), and taking up the whisk (秉拂).	UNREVIEWED_INVESTIGATION
五家七宗	4	4	五家	Literally ‘five houses,’ this is a corpus label for a five-part grouping of Chan lines and their recorded styles of address. The allowlisted corpus has 376 hits in 128 texts, including ‘five-house lineages’ (五家宗派, 54 hits in 41 texts), ‘purports of the five houses’ (五家宗旨, 115 hits in 58 texts), and ‘records of the five houses’ (五家語錄, 12 hits in 4 texts). One preface supplies an exact enumeration: Guiyang, Linji, Caodong, Yunmen, and Fayan. The same preface says that differing encounter language came to form five houses without deliberate division. Zhongfeng gives two direct definitions: ‘What are called the five houses are five in their people, not five in their way,’ and ‘What are now called the five houses arise from Nanyue and Qingyuan; below those two branches the stream reached these five people.’ A recension preface likewise begins with the Nanyue and Qingyuan branches and says that five lineages later divided from them. The corpus also has four occurrences in four texts of the expanded label ‘five houses and seven lineages’ (五家七宗), including Yuanwu’s critical comment that people divided them and established separate gateways. Accordingly, this entry reports each text’s label or enumeration and does not impose one later sectarian table on every occurrence.	UNREVIEWED_INVESTIGATION
呵佛叱祖	4	4	呵佛罵祖	"The graphs mean “scold or shout down” (呵, also written 訶), “buddhas” (佛), “curse or revile” (罵), and “patriarchs” (祖): ""revile the buddhas and curse the patriarchs."" Zen-scoped the string (呵佛罵祖) occurs 232 times across 118 texts; the graphic variants (訶佛罵祖) (33 hits / 24 texts), (呵佛叱祖) (4 hits, all the 楊岐 line below) and the inverted (罵祖呵佛) (2) also occur. Attested deployment: (1) as an epithet for a master's conduct — most often (德山)'s: (上堂德山呵佛罵祖承其言者多見德山者少) (a 上堂 of 真淨克文 in 古尊宿語錄), and paired with (臨濟)'s shout in another of the same master's (上堂) — (德山呵佛罵祖臨濟喝) (the same passage carried in both the C- and D-canon editions of 古尊宿語錄); (2) spoken in a master's own record of himself — (楊岐一語)。 | (呵佛叱祖)。"	UNREVIEWED_INVESTIGATION
墮負	4	4	話墮		UNREVIEWED_INVESTIGATION
死蛇弄得活	4	4	死蛇	Literally “a dead snake,” attested 335 times in 135 allowlisted texts. The Chan record repeatedly makes the carcass an image for words or material that lie inert until someone can handle them: one record calls faultless but fixed talk “a dead snake across the main road” (死蛇當大路), while Hongzhi pairs “make a dead snake live” (死蛇弄得活) with turning a spirited horse around. The recurring warning “on meeting a dead snake on the road, do not kill it; carry it home in a bottomless basket” (路逢死蛇莫打殺，無底籃子盛將歸) circulates as a quoted line, question, and comment. Other records rebuke clinging to a fixed formulation as “gripping the dead snake’s head” (把死蛇頭) and tell the listener to steer with the wind instead. | The Zen deviation is the stable use of the dead animal as something said, quoted, held, discarded, or made alive in public teaching exchanges. The texts retain the concrete snake throughout; these are deployments of one image, not separate referents requiring a sense split. The family check found “live snake” (活蛇), “dead snake’s head” (死蛇頭), “handle a dead snake” (弄死蛇), and “make a dead snake live” (死蛇弄得活); all preserve the same object/action contrast.	UNREVIEWED_INVESTIGATION
泥牛入海公案	4	4	泥牛入海	"泥牛入海). Later records call this a public case (泥牛入海公案, ""the public case of the clay ox entering the sea"") and pair it productively with the wooden horse. The distinctive Chan deployment is therefore not ordinary husbandry: it is a stock spoken and versified image whose own recurrent predicates are ""without trace,"" ""without news,"" and ""unseen."""	UNREVIEWED_INVESTIGATION
畫餅充飢	4	4	蒸砂作飯	""" (談玄說妙，畫餅充飢；舉古論今，蒸砂作飯；去此二途，如何通信). One later address deliberately reverses the fixed impossibility—""steam sand to make rice; everyone can be fed"" (蒸砂作飯，人人可飽)—inside praise of another master. The Zen corpus therefore uses the impossible meal as criticism, paired proverb, interview premise, and marked inversion."	UNREVIEWED_INVESTIGATION
誑欺	4	4	相賺	Zen bends an ordinary verb of mutual deception into a repeated teaching-seat assurance tied to ‘the assenting heart’ (肯心). The negative formula dominates but does not change the verb’s referent. Family review with ‘conceal from one another’ (相瞞) and ‘deceive’ (誑欺) supports one sense.	UNREVIEWED_INVESTIGATION
豆爆寒灰	4	3	寒灰	"Related forms include cold ashes and dead wood (寒灰枯木), cold ashes bursting into flame (寒灰發燄/發焰), beans bursting in cold ashes (豆爆寒灰), and cold ash in a stove (爐有寒灰). Item-8 readjudication merges the former stove-ash sense because both targets denoted the same material; concrete placement and figurative deployment do not by themselves establish polysemy. Proper names or sobriquets containing the graphs for ""cold ashes"" (寒灰) are excluded."	UNREVIEWED_INVESTIGATION
印板禪	4	2	印板	Primary Zen-loaded sense. Family checked against mold (模子), printing-block Chan (印板禪), stamped from a printing block (印板上打來), and released from a mold (模子裏脫出).	UNREVIEWED_INVESTIGATION
大死大活	4	2	大死	"(投明須到) ('no travelling by night; you must arrive by daylight'); the exact second clause (投明須到) recurs 192 times in 104 files. The compound (大死大活) ('greatly die, greatly live') is attested but rare (4 hits / 2 files). In Dahui's (大慧) letter (示東峯居士) ('shown to the layman Dongfeng') the phrase appears in a chain of appellations: (喚作默而常照)。 | (又喚作空劫已前事) ('it is called ""silent yet constantly shining""; also called ""like a person who has died the great death""; also called ""the matter before father and mother were born""; also called ""the matter before the empty eon""'). One late imperial anthology's general preface gives a source-specific equivalence: 'this is called passing the heavy barrier; it is called one who greatly dies and greatly lives' (是則名為透重關，名為大死大活者). The explicit equation with 'passing the heavy barrier' (透重關) is a single late explanatory witness and remains provisional within the broader corpus-wide entry."	UNREVIEWED_INVESTIGATION
觀心無心	4	1	觀心	' (云何觀心稱之為了). Its reply distinguishes a clean mind and a soiled mind and later says, 'Inspecting mind in this way may be called understanding' (如是觀心可名為了). The Record of the Source-Mirror quotes a different direct formula: 'Inspect mind as no mind; things do not dwell on things; my mind is itself empty; fault and fortune have no owner—this is called correct inspection' (觀心無心，法不住法，我心自空，罪福無主，即是無心無數，名為正觀). Other Chan witnesses criticize particular deployments. An imperial anthology says that making silence final and 'then devoting oneself to quietly inspecting mind' is 'escaping a pit and falling into a ditch' (便務靜觀心，又所謂逃坑落塹), while its verses say, 'closing the eyes, vainly seek seeing; inspecting mind, mistakenly seek penetration' (閉目妄求見，觀心誤覓通) and 'holding mind and inspecting mind divide guest and host' (持心觀心紛主客). Huineng separately calls 'dwelling on mind and observing quiet' sickness rather than Chan (住心觀靜，是病非禪), and Linji lists dwelling on mind, looking at quiet, looking outward, clarifying inward, and congealing mind and entering settledness as contrivances. These are text-drawn criticisms of named actions; they do not supply a single imported category for the headword.	UNREVIEWED_INVESTIGATION
失命喪身	3	3	喪身失命		UNREVIEWED_INVESTIGATION
活中得死	3	3	死中得活		UNREVIEWED_INVESTIGATION
無空可落	3	3	落空		UNREVIEWED_INVESTIGATION
